i,lookup[i]
0,-2769.62
1,-2763.83
2,-2758.06
3,-2752.29
4,-2746.54
5,-2740.8
6,-2735.08
7,-2729.37
8,-2723.67
9,-2717.99
10,-2712.32
11,-2706.66
12,-2701.02
13,-2695.39
14,-2689.77
15,-2684.16
16,-2678.57
17,-2672.99
18,-2667.43
19,-2661.88
20,-2656.34
21,-2650.81
22,-2645.3
23,-2639.79
24,-2634.31
25,-2628.83
26,-2623.37
27,-2617.92
28,-2612.48
29,-2607.06
30,-2601.64
31,-2596.24
32,-2590.86
33,-2585.48
34,-2580.12
35,-2574.77
36,-2569.43
37,-2564.11
38,-2558.79
39,-2553.49
40,-2548.21
41,-2542.93
42,-2537.67
43,-2532.41
44,-2527.17
45,-2521.95
46,-2516.73
47,-2511.53
48,-2506.34
49,-2501.16
50,-2495.99
51,-2490.83
52,-2485.69
53,-2480.56
54,-2475.43
55,-2470.33
56,-2465.23
57,-2460.14
58,-2455.07
59,-2450.01
60,-2444.96
61,-2439.92
62,-2434.89
63,-2429.87
64,-2424.87
65,-2419.88
66,-2414.89
67,-2409.92
68,-2404.97
69,-2400.02
70,-2395.08
71,-2390.16
72,-2385.24
73,-2380.34
74,-2375.45
75,-2370.57
76,-2365.7
77,-2360.84
78,-2355.99
79,-2351.15
80,-2346.33
81,-2341.51
82,-2336.71
83,-2331.92
84,-2327.14
85,-2322.36
86,-2317.6
87,-2312.85
88,-2308.12
89,-2303.39
90,-2298.67
91,-2293.96
92,-2289.27
93,-2284.58
94,-2279.91
95,-2275.24
96,-2270.59
97,-2265.94
98,-2261.31
99,-2256.69
100,-2252.07
101,-2247.47
102,-2242.88
103,-2238.3
104,-2233.73
105,-2229.17
106,-2224.61
107,-2220.07
108,-2215.54
109,-2211.02
110,-2206.51
111,-2202.01
112,-2197.52
113,-2193.04
114,-2188.57
115,-2184.11
116,-2179.66
117,-2175.22
118,-2170.79
119,-2166.37
120,-2161.96
121,-2157.55
122,-2153.16
123,-2148.78
124,-2144.41
125,-2140.05
126,-2135.69
127,-2131.35
128,-2127.02
129,-2122.69
130,-2118.38
131,-2114.07
132,-2109.78
133,-2105.49
134,-2101.21
135,-2096.95
136,-2092.69
137,-2088.44
138,-2084.2
139,-2079.97
140,-2075.75
141,-2071.54
142,-2067.34
143,-2063.15
144,-2058.96
145,-2054.79
146,-2050.62
147,-2046.47
148,-2042.32
149,-2038.18
150,-2034.05
151,-2029.93
152,-2025.82
153,-2021.72
154,-2017.62
155,-2013.54
156,-2009.46
157,-2005.4
158,-2001.34
159,-1997.29
160,-1993.25
161,-1989.22
162,-1985.2
163,-1981.18
164,-1977.18
165,-1973.18
166,-1969.19
167,-1965.21
168,-1961.24
169,-1957.28
170,-1953.33
171,-1949.38
172,-1945.44
173,-1941.52
174,-1937.6
175,-1933.68
176,-1929.78
177,-1925.89
178,-1922
179,-1918.12
180,-1914.25
181,-1910.39
182,-1906.54
183,-1902.69
184,-1898.85
185,-1895.03
186,-1891.21
187,-1887.39
188,-1883.59
189,-1879.79
190,-1876
191,-1872.22
192,-1868.45
193,-1864.69
194,-1860.93
195,-1857.18
196,-1853.44
197,-1849.71
198,-1845.99
199,-1842.27
200,-1838.56
201,-1834.86
202,-1831.17
203,-1827.48
204,-1823.81
205,-1820.14
206,-1816.47
207,-1812.82
208,-1809.17
209,-1805.53
210,-1801.9
211,-1798.28
212,-1794.66
213,-1791.05
214,-1787.45
215,-1783.86
216,-1780.27
217,-1776.69
218,-1773.12
219,-1769.56
220,-1766
221,-1762.45
222,-1758.91
223,-1755.38
224,-1751.85
225,-1748.33
226,-1744.82
227,-1741.32
228,-1737.82
229,-1734.33
230,-1730.84
231,-1727.37
232,-1723.9
233,-1720.44
234,-1716.98
235,-1713.53
236,-1710.09
237,-1706.66
238,-1703.23
239,-1699.82
240,-1696.4
241,-1693
242,-1689.6
243,-1686.21
244,-1682.82
245,-1679.45
246,-1676.07
247,-1672.71
248,-1669.35
249,-1666
250,-1662.66
251,-1659.32
252,-1655.99
253,-1652.67
254,-1649.35
255,-1646.04
256,-1642.74
257,-1639.45
258,-1636.16
259,-1632.87
260,-1629.6
261,-1626.33
262,-1623.06
263,-1619.81
264,-1616.56
265,-1613.31
266,-1610.08
267,-1606.85
268,-1603.62
269,-1600.4
270,-1597.19
271,-1593.99
272,-1590.79
273,-1587.6
274,-1584.41
275,-1581.23
276,-1578.06
277,-1574.89
278,-1571.73
279,-1568.58
280,-1565.43
281,-1562.29
282,-1559.15
283,-1556.03
284,-1552.9
285,-1549.79
286,-1546.67
287,-1543.57
288,-1540.47
289,-1537.38
290,-1534.29
291,-1531.21
292,-1528.14
293,-1525.07
294,-1522.01
295,-1518.95
296,-1515.9
297,-1512.86
298,-1509.82
299,-1506.79
300,-1503.76
301,-1500.74
302,-1497.72
303,-1494.72
304,-1491.71
305,-1488.71
306,-1485.72
