i,lookup[i]
0,-3086.31
1,-3078.93
2,-3071.57
3,-3064.23
4,-3056.92
5,-3049.62
6,-3042.34
7,-3035.08
8,-3027.84
9,-3020.62
10,-3013.42
11,-3006.23
12,-2999.07
13,-2991.93
14,-2984.8
15,-2977.69
16,-2970.6
17,-2963.53
18,-2956.48
19,-2949.45
20,-2942.44
21,-2935.44
22,-2928.47
23,-2921.51
24,-2914.57
25,-2907.65
26,-2900.75
27,-2893.86
28,-2887
29,-2880.15
30,-2873.32
31,-2866.5
32,-2859.71
33,-2852.93
34,-2846.18
35,-2839.44
36,-2832.71
37,-2826.01
38,-2819.32
39,-2812.65
40,-2806
41,-2799.36
42,-2792.75
43,-2786.15
44,-2779.57
45,-2773
46,-2766.45
47,-2759.92
48,-2753.41
49,-2746.91
50,-2740.43
51,-2733.97
52,-2727.53
53,-2721.1
54,-2714.69
55,-2708.29
56,-2701.92
57,-2695.55
58,-2689.21
59,-2682.88
60,-2676.57
61,-2670.28
62,-2664
63,-2657.74
64,-2651.49
65,-2645.26
66,-2639.05
67,-2632.86
68,-2626.68
69,-2620.51
70,-2614.37
71,-2608.23
72,-2602.12
73,-2596.02
74,-2589.93
75,-2583.87
76,-2577.82
77,-2571.78
78,-2565.76
79,-2559.75
80,-2553.77
81,-2547.79
82,-2541.83
83,-2535.89
84,-2529.97
85,-2524.05
86,-2518.16
87,-2512.28
88,-2506.41
89,-2500.56
90,-2494.73
91,-2488.91
92,-2483.11
93,-2477.32
94,-2471.54
95,-2465.78
96,-2460.04
97,-2454.31
98,-2448.59
99,-2442.89
100,-2437.21
101,-2431.54
102,-2425.88
103,-2420.24
104,-2414.62
105,-2409.01
106,-2403.41
107,-2397.83
108,-2392.26
109,-2386.7
110,-2381.17
111,-2375.64
112,-2370.13
113,-2364.63
114,-2359.15
115,-2353.68
116,-2348.23
117,-2342.79
118,-2337.36
119,-2331.95
120,-2326.55
121,-2321.17
122,-2315.8
123,-2310.44
124,-2305.1
125,-2299.77
126,-2294.46
127,-2289.16
128,-2283.87
129,-2278.59
130,-2273.33
131,-2268.09
132,-2262.85
133,-2257.63
134,-2252.43
135,-2247.23
136,-2242.05
137,-2236.89
138,-2231.73
139,-2226.59
140,-2221.47
141,-2216.35
142,-2211.25
143,-2206.16
144,-2201.09
145,-2196.03
146,-2190.98
147,-2185.94
148,-2180.92
149,-2175.91
150,-2170.91
151,-2165.93
152,-2160.96
153,-2156
154,-2151.05
155,-2146.12
156,-2141.19
157,-2136.29
158,-2131.39
159,-2126.51
160,-2121.63
161,-2116.78
162,-2111.93
163,-2107.09
164,-2102.27
165,-2097.46
166,-2092.66
167,-2087.88
168,-2083.11
169,-2078.34
170,-2073.6
171,-2068.86
172,-2064.13
173,-2059.42
174,-2054.72
175,-2050.03
176,-2045.35
177,-2040.69
178,-2036.03
179,-2031.39
180,-2026.76
181,-2022.14
182,-2017.54
183,-2012.94
184,-2008.36
185,-2003.79
186,-1999.22
187,-1994.68
188,-1990.14
189,-1985.61
190,-1981.1
191,-1976.59
192,-1972.1
193,-1967.62
194,-1963.15
195,-1958.69
