i,lookup[i]
0,-934.487
1,-932.122
2,-929.763
3,-927.41
4,-925.063
5,-922.723
6,-920.39
7,-918.063
8,-915.742
9,-913.427
10,-911.118
11,-908.816
12,-906.52
13,-904.231
14,-901.947
15,-899.67
16,-897.398
17,-895.133
18,-892.875
19,-890.622
20,-888.375
21,-886.134
22,-883.9
23,-881.671
24,-879.449
25,-877.232
26,-875.022
27,-872.817
28,-870.618
29,-868.426
30,-866.239
31,-864.058
32,-861.883
33,-859.714
34,-857.55
35,-855.393
36,-853.241
37,-851.095
38,-848.955
39,-846.821
40,-844.692
41,-842.57
42,-840.452
43,-838.341
44,-836.235
45,-834.135
46,-832.041
47,-829.952
48,-827.868
49,-825.791
50,-823.719
51,-821.652
52,-819.591
53,-817.536
54,-815.486
55,-813.441
56,-811.402
57,-809.369
58,-807.341
59,-805.318
60,-803.301
61,-801.289
62,-799.283
63,-797.281
64,-795.286
65,-793.295
66,-791.31
67,-789.33
68,-787.356
69,-785.387
70,-783.423
71,-781.464
72,-779.51
73,-777.562
74,-775.619
75,-773.681
76,-771.748
77,-769.821
78,-767.898
79,-765.981
80,-764.068
81,-762.161
82,-760.259
83,-758.362
84,-756.47
85,-754.583
86,-752.701
87,-750.824
88,-748.952
89,-747.085
90,-745.223
91,-743.366
92,-741.513
93,-739.666
94,-737.824
95,-735.986
96,-734.153
97,-732.326
98,-730.503
99,-728.684
100,-726.871
101,-725.062
102,-723.259
103,-721.459
104,-719.665
105,-717.876
106,-716.091
107,-714.311
108,-712.535
109,-710.764
110,-708.998
111,-707.237
112,-705.48
113,-703.728
114,-701.98
115,-700.237
116,-698.499
117,-696.765
118,-695.036
119,-693.311
120,-691.591
121,-689.875
122,-688.164
123,-686.457
124,-684.755
125,-683.058
126,-681.364
127,-679.675
128,-677.991
129,-676.311
130,-674.635
131,-672.964
132,-671.297
133,-669.635
134,-667.976
135,-666.323
136,-664.673
137,-663.028
138,-661.387
139,-659.75
140,-658.118
141,-656.49
142,-654.866
143,-653.246
144,-651.631
145,-650.019
146,-648.412
147,-646.809
148,-645.211
149,-643.616
150,-642.026
151,-640.439
152,-638.857
153,-637.279
154,-635.705
155,-634.135
156,-632.569
157,-631.008
158,-629.45
159,-627.896
160,-626.347
161,-624.801
162,-623.259
163,-621.721
164,-620.188
165,-618.658
166,-617.132
167,-615.61
168,-614.092
169,-612.578
170,-611.068
171,-609.562
172,-608.059
173,-606.561
174,-605.066
175,-603.575
176,-602.088
177,-600.605
178,-599.126
179,-597.65
180,-596.178
181,-594.71
182,-593.246
183,-591.785
184,-590.329
185,-588.876
186,-587.426
187,-585.981
188,-584.539
189,-583.1
190,-581.666
191,-580.235
192,-578.808
193,-577.384
194,-575.964
195,-574.547
196,-573.135
197,-571.725
198,-570.32
199,-568.918
200,-567.519
201,-566.124
202,-564.733
203,-563.345
204,-561.961
205,-560.58
206,-559.203
207,-557.829
208,-556.458
209,-555.092
210,-553.728
211,-552.368
212,-551.012
213,-549.658
214,-548.309
215,-546.962
216,-545.619
217,-544.28
218,-542.944
219,-541.611
220,-540.281
221,-538.955
222,-537.633
223,-536.313
224,-534.997
225,-533.684
226,-532.375
227,-531.068
228,-529.765
229,-528.466
230,-527.169
231,-525.876
232,-524.586
233,-523.299
234,-522.015
235,-520.735
236,-519.458
237,-518.184
238,-516.913
239,-515.646
240,-514.381
241,-513.12
242,-511.861
243,-510.606
244,-509.354
245,-508.106
246,-506.86
247,-505.617
248,-504.378
249,-503.141
250,-501.908
251,-500.677
252,-499.45
253,-498.225
254,-497.004
255,-495.786
256,-494.57
257,-493.358
258,-492.149
259,-490.943
260,-489.739
261,-488.539
262,-487.341
263,-486.147
264,-484.955
265,-483.766
266,-482.581
267,-481.398
268,-480.218
269,-479.041
270,-477.867
271,-476.695
272,-475.527
273,-474.361
274,-473.199
275,-472.039
276,-470.881
277,-469.727
278,-468.576
279,-467.427
280,-466.281
281,-465.138
282,-463.998
283,-462.86
284,-461.725
285,-460.593
286,-459.464
287,-458.337
288,-457.214
289,-456.092
290,-454.974
291,-453.858
292,-452.745
293,-451.635
294,-450.527
295,-449.422
296,-448.32
297,-447.22
298,-446.123
299,-445.028
300,-443.937
301,-442.847
302,-441.761
303,-440.677
304,-439.595
305,-438.516
306,-437.44
307,-436.366
308,-435.295
309,-434.227
310,-433.161
311,-432.097
312,-431.036
313,-429.978
314,-428.922
315,-427.868
316,-426.817
317,-425.769
318,-424.723
319,-423.68
320,-422.639
321,-421.6
322,-420.564
323,-419.53
324,-418.499
325,-417.47
326,-416.444
327,-415.42
328,-414.398
329,-413.379
330,-412.362
331,-411.348
332,-410.336
333,-409.326
334,-408.319
335,-407.314
336,-406.311
337,-405.311
338,-404.313
339,-403.317
340,-402.324
341,-401.333
342,-400.344
343,-399.358
344,-398.374
345,-397.392
346,-396.413
347,-395.435
348,-394.46
349,-393.487
350,-392.517
351,-391.549
352,-390.583
353,-389.619
354,-388.657
355,-387.698
356,-386.741
357,-385.785
358,-384.833
359,-383.882
360,-382.934
361,-381.987
362,-381.043
363,-380.101
364,-379.161
365,-378.224
366,-377.288
367,-376.355
368,-375.423
369,-374.494
370,-373.567
371,-372.642
372,-371.719
373,-370.798
374,-369.88
375,-368.963
376,-368.048
377,-367.136
378,-366.225
379,-365.317
380,-364.411
381,-363.506
382,-362.604
383,-361.704
384,-360.805
385,-359.909
386,-359.015
387,-358.122
388,-357.232
389,-356.344
390,-355.458
391,-354.573
392,-353.691
393,-352.81
394,-351.932
395,-351.055
396,-350.181
397,-349.308
398,-348.437
399,-347.569
400,-346.702
401,-345.837
402,-344.974
403,-344.112
404,-343.253
405,-342.396
406,-341.54
407,-340.686
408,-339.835
409,-338.985
410,-338.137
411,-337.29
412,-336.446
413,-335.603
414,-334.763
415,-333.924
416,-333.087
417,-332.251
418,-331.418
419,-330.586
420,-329.756
421,-328.928
422,-328.102
423,-327.277
424,-326.455
425,-325.634
426,-324.815
427,-323.997
428,-323.181
429,-322.367
430,-321.555
431,-320.745
432,-319.936
433,-319.129
434,-318.323
435,-317.52
436,-316.718
437,-315.918
438,-315.119
439,-314.322
440,-313.527
441,-312.733
442,-311.942
443,-311.151
444,-310.363
445,-309.576
446,-308.791
447,-308.007
448,-307.225
449,-306.445
450,-305.667
451,-304.889
452,-304.114
453,-303.34
454,-302.568
455,-301.797
456,-301.028
457,-300.261
458,-299.495
459,-298.731
460,-297.968
461,-297.207
462,-296.448
463,-295.69
464,-294.933
465,-294.178
466,-293.425
467,-292.673
468,-291.923
469,-291.174
470,-290.427
471,-289.681
472,-288.937
473,-288.194
474,-287.453
475,-286.713
476,-285.975
477,-285.239
478,-284.503
479,-283.77
480,-283.037
481,-282.307
482,-281.577
483,-280.849
484,-280.123
485,-279.398
486,-278.674
487,-277.952
488,-277.232
489,-276.512
490,-275.795
491,-275.078
492,-274.363
493,-273.65
494,-272.937
495,-272.227
496,-271.517
497,-270.809
498,-270.103
499,-269.398
500,-268.694
501,-267.991
502,-267.29
503,-266.59
504,-265.892
505,-265.195
506,-264.499
507,-263.805
508,-263.112
509,-262.42
510,-261.73
511,-261.041
512,-260.353
513,-259.667
514,-258.982
515,-258.298
516,-257.616
517,-256.935
518,-256.255
519,-255.576
520,-254.899
521,-254.223
522,-253.548
523,-252.875
524,-252.203
525,-251.532
526,-250.862
527,-250.194
528,-249.527
529,-248.861
530,-248.196
531,-247.533
532,-246.87
533,-246.21
534,-245.55
535,-244.891
536,-244.234
537,-243.578
538,-242.923
539,-242.269
540,-241.617
541,-240.966
542,-240.316
543,-239.667
544,-239.019
545,-238.372
546,-237.727
547,-237.083
548,-236.44
549,-235.798
550,-235.157
551,-234.518
552,-233.879
553,-233.242
554,-232.606
555,-231.971
556,-231.337
557,-230.704
558,-230.073
559,-229.442
560,-228.813
561,-228.185
562,-227.557
563,-226.931
564,-226.307
565,-225.683
566,-225.06
567,-224.438
568,-223.818
569,-223.198
570,-222.58
571,-221.963
572,-221.346
573,-220.731
574,-220.117
575,-219.504
576,-218.892
577,-218.281
578,-217.671
579,-217.062
580,-216.454
581,-215.847
582,-215.242
583,-214.637
584,-214.033
585,-213.431
586,-212.829
587,-212.228
588,-211.629
589,-211.03
590,-210.432
591,-209.836
592,-209.24
593,-208.645
594,-208.052
595,-207.459
596,-206.867
597,-206.276
598,-205.687
599,-205.098
600,-204.51
601,-203.923
602,-203.337
603,-202.752
604,-202.168
605,-201.585
606,-201.003
607,-200.422
608,-199.842
609,-199.263
610,-198.684
611,-198.107
612,-197.53
613,-196.955
614,-196.38
615,-195.806
616,-195.233
617,-194.662
618,-194.09
619,-193.52
620,-192.951
621,-192.383
622,-191.815
623,-191.249
624,-190.683
625,-190.118
626,-189.554
627,-188.991
628,-188.429
629,-187.868
630,-187.307
631,-186.748
632,-186.189
633,-185.631
634,-185.074
635,-184.518
636,-183.962
637,-183.408
638,-182.854
639,-182.301
640,-181.749
641,-181.198
642,-180.648
643,-180.098
644,-179.55
645,-179.002
646,-178.454
647,-177.908
648,-177.363
649,-176.818
650,-176.274
651,-175.731
652,-175.189
653,-174.647
654,-174.106
655,-173.567
656,-173.027
657,-172.489
658,-171.951
659,-171.414
660,-170.878
661,-170.343
662,-169.808
663,-169.275
664,-168.742
665,-168.209
666,-167.678
667,-167.147
668,-166.617
669,-166.088
670,-165.559
671,-165.031
672,-164.504
673,-163.978
674,-163.452
675,-162.927
676,-162.403
677,-161.879
678,-161.357
679,-160.834
680,-160.313
681,-159.792
682,-159.272
683,-158.753
684,-158.235
685,-157.717
686,-157.2
687,-156.683
688,-156.167
689,-155.652
690,-155.138
691,-154.624
692,-154.111
693,-153.598
694,-153.086
695,-152.575
696,-152.065
697,-151.555
698,-151.046
699,-150.537
700,-150.03
701,-149.522
702,-149.016
703,-148.51
704,-148.005
705,-147.5
706,-146.996
707,-146.493
708,-145.99
709,-145.488
710,-144.986
711,-144.486
712,-143.985
713,-143.486
714,-142.987
715,-142.488
716,-141.991
717,-141.493
718,-140.997
719,-140.501
720,-140.005
721,-139.511
722,-139.016
723,-138.523
724,-138.03
725,-137.537
726,-137.045
727,-136.554
728,-136.063
729,-135.573
730,-135.084
731,-134.595
732,-134.106
733,-133.618
734,-133.131
735,-132.644
736,-132.158
737,-131.672
738,-131.187
739,-130.703
740,-130.219
741,-129.735
742,-129.252
743,-128.77
744,-128.288
745,-127.807
746,-127.326
747,-126.846
748,-126.366
749,-125.887
750,-125.408
751,-124.93
752,-124.452
753,-123.975
754,-123.498
755,-123.022
756,-122.547
757,-122.071
758,-121.597
759,-121.123
760,-120.649
761,-120.176
762,-119.703
763,-119.231
764,-118.759
765,-118.288
766,-117.818
767,-117.347
768,-116.878
769,-116.408
770,-115.939
771,-115.471
772,-115.003
773,-114.536
774,-114.069
775,-113.602
776,-113.136
777,-112.671
778,-112.206
779,-111.741
780,-111.277
781,-110.813
782,-110.35
783,-109.887
784,-109.425
785,-108.963
786,-108.501
787,-108.04
788,-107.579
789,-107.119
790,-106.659
791,-106.2
792,-105.741
793,-105.282
794,-104.824
795,-104.366
796,-103.909
797,-103.452
798,-102.996
799,-102.54
800,-102.084
801,-101.629
802,-101.174
803,-100.719
804,-100.265
805,-99.8114
806,-99.3581
807,-98.9052
808,-98.4527
809,-98.0006
810,-97.5488
811,-97.0975
812,-96.6465
813,-96.1959
814,-95.7456
815,-95.2958
816,-94.8463
817,-94.3971
818,-93.9484
819,-93.5
820,-93.052
821,-92.6043
822,-92.157
823,-91.71
824,-91.2634
825,-90.8172
826,-90.3713
