i,lookup[i]
0,-4378.44
1,-4366.24
2,-4354.08
3,-4341.96
4,-4329.87
5,-4317.82
6,-4305.81
7,-4293.83
8,-4281.89
9,-4269.98
10,-4258.11
11,-4246.27
12,-4234.47
13,-4222.71
14,-4210.97
15,-4199.28
16,-4187.62
17,-4175.99
18,-4164.4
19,-4152.84
20,-4141.32
21,-4129.83
22,-4118.38
23,-4106.96
24,-4095.57
25,-4084.22
26,-4072.9
27,-4061.62
28,-4050.37
29,-4039.15
30,-4027.96
31,-4016.81
32,-4005.69
33,-3994.61
34,-3983.56
35,-3972.54
36,-3961.55
37,-3950.6
38,-3939.68
39,-3928.79
40,-3917.94
41,-3907.11
42,-3896.32
43,-3885.56
44,-3874.83
45,-3864.14
46,-3853.48
47,-3842.84
48,-3832.24
49,-3821.67
50,-3811.14
51,-3800.63
52,-3790.16
53,-3779.71
54,-3769.3
55,-3758.92
56,-3748.57
57,-3738.25
58,-3727.96
59,-3717.7
60,-3707.47
61,-3697.27
62,-3687.1
63,-3676.96
64,-3666.86
65,-3656.78
66,-3646.73
67,-3636.71
68,-3626.72
69,-3616.76
70,-3606.83
71,-3596.93
72,-3587.06
73,-3577.22
74,-3567.41
75,-3557.63
76,-3547.87
77,-3538.15
78,-3528.45
79,-3518.78
80,-3509.15
81,-3499.54
82,-3489.95
83,-3480.4
84,-3470.87
85,-3461.38
86,-3451.91
87,-3442.47
88,-3433.05
89,-3423.67
90,-3414.31
91,-3404.98
92,-3395.68
93,-3386.41
94,-3377.16
95,-3367.94
96,-3358.75
97,-3349.58
98,-3340.44
99,-3331.33
100,-3322.25
101,-3313.19
102,-3304.16
103,-3295.16
104,-3286.18
105,-3277.23
106,-3268.3
107,-3259.4
108,-3250.53
109,-3241.69
110,-3232.87
111,-3224.07
112,-3215.31
113,-3206.56
114,-3197.85
115,-3189.16
116,-3180.49
117,-3171.86
118,-3163.24
119,-3154.65
120,-3146.09
121,-3137.55
122,-3129.04
123,-3120.55
124,-3112.09
125,-3103.65
126,-3095.24
127,-3086.85
128,-3078.49
129,-3070.15
130,-3061.84
131,-3053.55
132,-3045.29
133,-3037.04
134,-3028.83
135,-3020.64
136,-3012.47
137,-3004.32
138,-2996.2
139,-2988.11
140,-2980.04
141,-2971.99
142,-2963.96
143,-2955.96
144,-2947.98
145,-2940.03
146,-2932.1
147,-2924.19
148,-2916.31
149,-2908.45
150,-2900.61
151,-2892.79
152,-2885
153,-2877.23
154,-2869.48
155,-2861.76
156,-2854.06
157,-2846.38
158,-2838.72
159,-2831.09
160,-2823.48
161,-2815.89
162,-2808.32
163,-2800.78
164,-2793.26
165,-2785.76
166,-2778.28
167,-2770.82
168,-2763.39
169,-2755.98
170,-2748.59
171,-2741.22
172,-2733.87
173,-2726.54
174,-2719.24
175,-2711.95
176,-2704.69
177,-2697.45
178,-2690.23
179,-2683.03
180,-2675.86
181,-2668.7
182,-2661.56
183,-2654.45
184,-2647.35
185,-2640.28
186,-2633.23
187,-2626.2
188,-2619.19
189,-2612.19
190,-2605.22
191,-2598.27
192,-2591.34
193,-2584.43
194,-2577.54
195,-2570.67
196,-2563.83
197,-2557
198,-2550.19
199,-2543.4
200,-2536.63
201,-2529.88
202,-2523.15
203,-2516.44
204,-2509.74
205,-2503.07
206,-2496.42
207,-2489.79
208,-2483.17
209,-2476.58
210,-2470
211,-2463.45
212,-2456.91
213,-2450.39
214,-2443.89
215,-2437.41
216,-2430.95
217,-2424.51
218,-2418.09
219,-2411.68
220,-2405.29
221,-2398.93
222,-2392.58
223,-2386.25
224,-2379.93
225,-2373.64
226,-2367.36
227,-2361.1
228,-2354.86
229,-2348.64
230,-2342.44
231,-2336.25
232,-2330.09
233,-2323.94
234,-2317.8
235,-2311.69
236,-2305.59
237,-2299.51
238,-2293.45
239,-2287.41
240,-2281.38
241,-2275.37
242,-2269.38
243,-2263.41
244,-2257.45
245,-2251.51
246,-2245.59
247,-2239.68
248,-2233.8
249,-2227.92
250,-2222.07
251,-2216.23
252,-2210.41
253,-2204.61
254,-2198.82
255,-2193.05
256,-2187.3
257,-2181.56
258,-2175.84
259,-2170.14
260,-2164.45
261,-2158.78
262,-2153.12
263,-2147.48
