i,lookup[i]
0,-1737.85
1,-1732.99
2,-1728.13
3,-1723.3
4,-1718.48
5,-1713.67
6,-1708.88
7,-1704.1
8,-1699.33
9,-1694.58
10,-1689.85
11,-1685.12
12,-1680.42
13,-1675.72
14,-1671.04
15,-1666.37
16,-1661.72
17,-1657.08
18,-1652.46
19,-1647.85
20,-1643.25
21,-1638.67
22,-1634.1
23,-1629.54
24,-1625
25,-1620.47
26,-1615.95
27,-1611.45
28,-1606.96
29,-1602.48
30,-1598.02
31,-1593.57
32,-1589.13
33,-1584.71
34,-1580.3
35,-1575.9
36,-1571.52
37,-1567.15
38,-1562.79
39,-1558.45
40,-1554.11
41,-1549.79
42,-1545.49
43,-1541.19
44,-1536.91
45,-1532.64
46,-1528.39
47,-1524.15
48,-1519.91
49,-1515.7
50,-1511.49
51,-1507.3
52,-1503.12
53,-1498.95
54,-1494.79
55,-1490.65
56,-1486.52
57,-1482.4
58,-1478.29
59,-1474.2
60,-1470.11
61,-1466.04
62,-1461.99
63,-1457.94
64,-1453.9
65,-1449.88
66,-1445.87
67,-1441.87
68,-1437.88
69,-1433.91
70,-1429.95
71,-1425.99
72,-1422.05
73,-1418.13
74,-1414.21
75,-1410.3
76,-1406.41
77,-1402.53
78,-1398.66
79,-1394.8
80,-1390.95
81,-1387.11
82,-1383.29
83,-1379.47
84,-1375.67
85,-1371.88
86,-1368.1
87,-1364.33
88,-1360.57
89,-1356.82
90,-1353.09
91,-1349.36
92,-1345.65
93,-1341.94
94,-1338.25
95,-1334.57
96,-1330.9
97,-1327.24
98,-1323.59
99,-1319.95
100,-1316.32
101,-1312.71
102,-1309.1
103,-1305.5
104,-1301.92
105,-1298.34
106,-1294.78
107,-1291.23
108,-1287.68
109,-1284.15
110,-1280.63
111,-1277.12
112,-1273.62
113,-1270.12
114,-1266.64
115,-1263.17
116,-1259.71
117,-1256.26
118,-1252.82
119,-1249.39
120,-1245.97
121,-1242.56
122,-1239.16
123,-1235.77
124,-1232.39
125,-1229.02
126,-1225.66
127,-1222.31
128,-1218.97
129,-1215.64
130,-1212.31
131,-1209
132,-1205.7
133,-1202.41
134,-1199.13
135,-1195.85
136,-1192.59
137,-1189.34
138,-1186.09
139,-1182.86
140,-1179.63
141,-1176.42
142,-1173.21
143,-1170.01
144,-1166.82
145,-1163.65
146,-1160.48
147,-1157.32
148,-1154.17
149,-1151.02
150,-1147.89
151,-1144.77
152,-1141.65
153,-1138.55
154,-1135.45
155,-1132.37
156,-1129.29
157,-1126.22
158,-1123.16
159,-1120.11
160,-1117.07
161,-1114.03
162,-1111.01
163,-1107.99
164,-1104.99
165,-1101.99
166,-1099
167,-1096.02
168,-1093.05
169,-1090.08
170,-1087.13
171,-1084.18
172,-1081.24
173,-1078.32
174,-1075.4
175,-1072.48
176,-1069.58
177,-1066.68
178,-1063.8
179,-1060.92
180,-1058.05
181,-1055.19
182,-1052.34
183,-1049.49
184,-1046.65
185,-1043.82
186,-1041
187,-1038.19
188,-1035.39
189,-1032.59
190,-1029.8
191,-1027.03
192,-1024.25
193,-1021.49
194,-1018.73
195,-1015.99
196,-1013.25
197,-1010.52
198,-1007.79
199,-1005.08
200,-1002.37
201,-999.667
202,-996.975
203,-994.29
204,-991.614
205,-988.944
206,-986.283
207,-983.629
208,-980.983
