i,lookup[i]
0,-257.409
1,-256.799
2,-256.19
3,-255.583
4,-254.977
5,-254.372
6,-253.769
7,-253.167
8,-252.566
9,-251.966
10,-251.368
11,-250.771
12,-250.175
13,-249.58
14,-248.987
15,-248.395
16,-247.804
17,-247.215
18,-246.626
19,-246.039
20,-245.453
21,-244.868
22,-244.285
23,-243.703
24,-243.122
25,-242.542
26,-241.963
27,-241.386
28,-240.809
29,-240.234
30,-239.66
31,-239.088
32,-238.516
33,-237.946
34,-237.377
35,-236.809
36,-236.242
37,-235.676
38,-235.112
39,-234.548
40,-233.986
41,-233.425
42,-232.865
43,-232.306
44,-231.749
45,-231.192
46,-230.637
47,-230.083
48,-229.53
49,-228.978
50,-228.427
51,-227.877
52,-227.329
53,-226.781
54,-226.235
55,-225.689
56,-225.145
57,-224.602
58,-224.06
59,-223.519
60,-222.979
61,-222.44
62,-221.903
63,-221.366
64,-220.831
65,-220.296
66,-219.763
67,-219.231
68,-218.699
69,-218.169
70,-217.64
71,-217.112
72,-216.585
73,-216.059
74,-215.534
75,-215.01
76,-214.487
77,-213.965
78,-213.444
79,-212.924
80,-212.406
81,-211.888
82,-211.371
83,-210.855
84,-210.341
85,-209.827
86,-209.314
87,-208.802
88,-208.292
89,-207.782
90,-207.273
91,-206.765
92,-206.259
93,-205.753
94,-205.248
95,-204.744
96,-204.241
97,-203.739
98,-203.238
99,-202.738
100,-202.239
101,-201.741
102,-201.244
103,-200.748
104,-200.253
105,-199.759
106,-199.265
107,-198.773
108,-198.282
109,-197.791
110,-197.302
111,-196.813
112,-196.325
113,-195.838
114,-195.353
115,-194.868
116,-194.384
117,-193.901
118,-193.418
119,-192.937
120,-192.457
121,-191.977
122,-191.499
123,-191.021
124,-190.544
125,-190.068
126,-189.593
127,-189.119
128,-188.646
129,-188.173
130,-187.702
131,-187.231
132,-186.761
133,-186.292
134,-185.824
135,-185.357
136,-184.891
137,-184.425
138,-183.961
139,-183.497
140,-183.034
141,-182.572
142,-182.111
143,-181.65
144,-181.191
145,-180.732
146,-180.274
147,-179.817
148,-179.361
149,-178.905
150,-178.451
151,-177.997
152,-177.544
153,-177.092
154,-176.64
155,-176.19
156,-175.74
157,-175.291
158,-174.843
159,-174.396
160,-173.949
161,-173.504
162,-173.059
163,-172.615
164,-172.171
165,-171.729
166,-171.287
167,-170.846
168,-170.405
169,-169.966
170,-169.527
171,-169.089
172,-168.652
173,-168.216
174,-167.78
175,-167.345
176,-166.911
177,-166.478
178,-166.045
179,-165.613
180,-165.182
181,-164.751
182,-164.322
183,-163.893
184,-163.465
185,-163.037
186,-162.611
187,-162.184
188,-161.759
189,-161.335
190,-160.911
191,-160.488
192,-160.065
193,-159.644
194,-159.223
195,-158.802
196,-158.383
197,-157.964
198,-157.546
199,-157.128
200,-156.712
201,-156.296
202,-155.88
203,-155.466
204,-155.052
205,-154.638
206,-154.226
207,-153.814
208,-153.402
209,-152.992
210,-152.582
211,-152.173
212,-151.764
213,-151.356
214,-150.949
215,-150.542
216,-150.137
217,-149.731
218,-149.327
219,-148.923
220,-148.519
221,-148.117
222,-147.715
223,-147.314
224,-146.913
225,-146.513
226,-146.113
227,-145.715
228,-145.316
229,-144.919
230,-144.522
231,-144.126
232,-143.73
233,-143.335
234,-142.941
235,-142.547
236,-142.154
237,-141.761
238,-141.369
239,-140.978
240,-140.587
241,-140.197
242,-139.808
243,-139.419
244,-139.031
245,-138.643
246,-138.256
247,-137.869
248,-137.483
249,-137.098
250,-136.713
251,-136.329
252,-135.946
253,-135.563
254,-135.18
255,-134.798
256,-134.417
257,-134.037
258,-133.656
259,-133.277
260,-132.898
261,-132.52
262,-132.142
263,-131.764
264,-131.388
265,-131.012
266,-130.636
267,-130.261
268,-129.886
269,-129.512
270,-129.139
271,-128.766
272,-128.394
273,-128.022
274,-127.651
275,-127.28
276,-126.91
277,-126.54
278,-126.171
279,-125.803
280,-125.435
281,-125.067
282,-124.7
283,-124.334
284,-123.968
285,-123.602
286,-123.238
287,-122.873
288,-122.509
289,-122.146
290,-121.783
291,-121.421
292,-121.059
