i,lookup[i]
0,-1003.96
1,-1001.62
2,-999.279
3,-996.949
4,-994.625
5,-992.307
6,-989.995
7,-987.688
8,-985.387
9,-983.092
10,-980.803
11,-978.519
12,-976.241
13,-973.969
14,-971.702
15,-969.441
16,-967.186
17,-964.936
18,-962.692
19,-960.454
20,-958.221
21,-955.994
22,-953.772
23,-951.556
24,-949.345
25,-947.14
26,-944.94
27,-942.746
28,-940.558
29,-938.374
30,-936.196
31,-934.024
32,-931.857
33,-929.695
34,-927.539
35,-925.388
36,-923.242
37,-921.102
38,-918.967
39,-916.837
40,-914.712
41,-912.593
42,-910.479
43,-908.37
44,-906.267
45,-904.169
46,-902.075
47,-899.987
48,-897.904
49,-895.827
50,-893.754
51,-891.687
52,-889.624
53,-887.567
54,-885.515
55,-883.467
56,-881.425
57,-879.388
58,-877.356
59,-875.329
60,-873.307
61,-871.289
62,-869.277
63,-867.27
64,-865.267
65,-863.27
66,-861.277
67,-859.289
68,-857.306
69,-855.328
70,-853.355
71,-851.387
72,-849.423
73,-847.464
74,-845.51
75,-843.561
76,-841.616
77,-839.677
78,-837.742
79,-835.811
80,-833.886
81,-831.965
82,-830.048
83,-828.137
84,-826.23
85,-824.327
86,-822.43
87,-820.537
88,-818.648
89,-816.764
90,-814.885
91,-813.01
92,-811.139
93,-809.274
94,-807.412
95,-805.556
96,-803.703
97,-801.855
98,-800.012
99,-798.173
100,-796.339
101,-794.508
102,-792.683
103,-790.862
104,-789.045
105,-787.232
106,-785.424
107,-783.62
108,-781.821
109,-780.025
110,-778.234
111,-776.448
112,-774.666
113,-772.887
114,-771.114
115,-769.344
116,-767.579
117,-765.818
118,-764.061
119,-762.308
120,-760.56
121,-758.815
122,-757.075
123,-755.339
124,-753.607
125,-751.879
126,-750.156
127,-748.436
128,-746.721
129,-745.009
130,-743.302
131,-741.598
132,-739.899
133,-738.204
134,-736.513
135,-734.826
136,-733.142
137,-731.463
138,-729.788
139,-728.116
140,-726.449
141,-724.786
142,-723.126
143,-721.47
144,-719.819
145,-718.171
146,-716.527
147,-714.887
148,-713.25
149,-711.618
150,-709.989
151,-708.365
152,-706.744
153,-705.127
154,-703.513
155,-701.904
156,-700.298
157,-698.696
158,-697.097
159,-695.503
160,-693.912
161,-692.325
162,-690.741
163,-689.162
164,-687.585
165,-686.013
166,-684.444
167,-682.879
168,-681.318
169,-679.76
170,-678.205
171,-676.655
172,-675.108
173,-673.564
174,-672.024
175,-670.488
176,-668.955
177,-667.426
178,-665.9
179,-664.378
180,-662.859
181,-661.344
182,-659.832
183,-658.324
184,-656.819
185,-655.318
186,-653.82
187,-652.325
188,-650.834
189,-649.347
190,-647.862
191,-646.382
192,-644.904
193,-643.43
194,-641.959
195,-640.492
196,-639.028
197,-637.567
198,-636.11
199,-634.656
200,-633.205
201,-631.758
202,-630.314
203,-628.873
204,-627.435
205,-626.001
206,-624.57
207,-623.142
208,-621.717
209,-620.296
210,-618.878
211,-617.463
212,-616.051
213,-614.642
214,-613.237
215,-611.834
216,-610.435
217,-609.039
218,-607.646
219,-606.257
220,-604.87
221,-603.487
222,-602.106
223,-600.729
224,-599.355
225,-597.983
226,-596.615
227,-595.25
228,-593.888
229,-592.529
230,-591.173
231,-589.82
232,-588.47
233,-587.123
234,-585.779
235,-584.438
236,-583.1
237,-581.765
238,-580.433
239,-579.104
240,-577.777
241,-576.454
242,-575.134
243,-573.816
244,-572.502
245,-571.19
246,-569.881
247,-568.575
248,-567.272
249,-565.972
250,-564.674
251,-563.38
252,-562.088
253,-560.799
254,-559.513
255,-558.23
256,-556.949
257,-555.672
258,-554.397
259,-553.125
260,-551.855
261,-550.589
262,-549.325
263,-548.063
264,-546.805
265,-545.549
266,-544.296
267,-543.046
268,-541.798
269,-540.554
270,-539.311
271,-538.072
272,-536.835
273,-535.601
274,-534.369
275,-533.14
276,-531.914
277,-530.69
278,-529.469
279,-528.251
280,-527.035
281,-525.821
282,-524.611
283,-523.403
284,-522.197
285,-520.994
286,-519.794
287,-518.596
288,-517.4
289,-516.208
290,-515.017
291,-513.83
292,-512.644
293,-511.462
294,-510.281
295,-509.103
296,-507.928
297,-506.755
298,-505.585
299,-504.417
300,-503.251
301,-502.088
302,-500.928
303,-499.769
304,-498.614
305,-497.46
306,-496.309
307,-495.161
308,-494.015
309,-492.871
310,-491.729
311,-490.59
312,-489.453
313,-488.319
314,-487.187
315,-486.057
316,-484.93
317,-483.805
318,-482.682
319,-481.562
320,-480.444
321,-479.328
322,-478.214
323,-477.103
324,-475.994
325,-474.887
326,-473.783
327,-472.681
328,-471.581
329,-470.483
330,-469.387
331,-468.294
332,-467.203
333,-466.114
334,-465.027
335,-463.943
336,-462.861
337,-461.781
338,-460.703
339,-459.627
340,-458.553
341,-457.482
342,-456.412
343,-455.345
344,-454.28
345,-453.217
346,-452.157
347,-451.098
348,-450.041
349,-448.987
350,-447.935
351,-446.884
352,-445.836
353,-444.79
354,-443.746
355,-442.704
356,-441.664
357,-440.626
358,-439.59
359,-438.557
360,-437.525
361,-436.495
362,-435.467
363,-434.442
364,-433.418
365,-432.396
366,-431.377
367,-430.359
368,-429.343
369,-428.329
370,-427.318
371,-426.308
372,-425.3
373,-424.294
374,-423.29
375,-422.288
376,-421.288
377,-420.29
378,-419.293
379,-418.299
380,-417.306
381,-416.316
382,-415.327
383,-414.34
384,-413.355
385,-412.372
386,-411.391
387,-410.412
388,-409.434
389,-408.459
390,-407.485
391,-406.513
392,-405.543
393,-404.575
394,-403.609
395,-402.644
396,-401.681
397,-400.72
398,-399.761
399,-398.804
400,-397.848
401,-396.894
402,-395.942
403,-394.992
404,-394.043
405,-393.096
406,-392.151
407,-391.208
408,-390.267
409,-389.327
410,-388.389
411,-387.453
412,-386.518
413,-385.585
414,-384.654
415,-383.724
416,-382.797
417,-381.871
418,-380.946
419,-380.023
420,-379.102
421,-378.183
422,-377.265
423,-376.349
424,-375.435
425,-374.522
426,-373.611
427,-372.702
428,-371.794
429,-370.888
430,-369.983
431,-369.08
432,-368.179
433,-367.279
434,-366.381
435,-365.484
436,-364.589
437,-363.696
438,-362.804
439,-361.914
440,-361.025
441,-360.138
442,-359.253
443,-358.369
444,-357.486
445,-356.605
446,-355.726
447,-354.848
448,-353.972
449,-353.097
450,-352.224
451,-351.352
452,-350.482
453,-349.613
454,-348.746
455,-347.88
456,-347.016
457,-346.153
458,-345.292
459,-344.432
460,-343.574
461,-342.717
462,-341.862
463,-341.008
464,-340.155
465,-339.304
466,-338.454
467,-337.606
468,-336.76
469,-335.914
470,-335.07
471,-334.228
472,-333.387
473,-332.547
474,-331.709
475,-330.872
476,-330.036
477,-329.202
478,-328.37
479,-327.538
480,-326.708
481,-325.88
482,-325.052
483,-324.226
484,-323.402
485,-322.579
486,-321.757
487,-320.936
488,-320.117
489,-319.299
490,-318.483
491,-317.668
492,-316.854
493,-316.041
494,-315.23
495,-314.42
496,-313.612
497,-312.804
498,-311.998
499,-311.193
500,-310.39
501,-309.588
502,-308.787
503,-307.987
504,-307.189
505,-306.392
506,-305.596
507,-304.801
508,-304.008
509,-303.216
510,-302.425
511,-301.635
512,-300.846
513,-300.059
514,-299.273
515,-298.489
516,-297.705
517,-296.923
518,-296.141
519,-295.361
520,-294.583
521,-293.805
522,-293.029
523,-292.254
524,-291.48
525,-290.707
526,-289.935
527,-289.165
528,-288.395
529,-287.627
530,-286.86
531,-286.094
532,-285.329
533,-284.566
534,-283.803
535,-283.042
536,-282.282
537,-281.523
538,-280.765
539,-280.008
540,-279.252
541,-278.498
542,-277.744
543,-276.992
544,-276.24
545,-275.49
546,-274.741
547,-273.993
548,-273.246
549,-272.5
550,-271.755
551,-271.012
552,-270.269
553,-269.527
554,-268.787
555,-268.047
556,-267.309
557,-266.572
558,-265.835
559,-265.1
560,-264.366
561,-263.632
562,-262.9
563,-262.169
564,-261.439
565,-260.71
566,-259.982
567,-259.254
568,-258.528
569,-257.803
570,-257.079
571,-256.356
572,-255.634
573,-254.913
574,-254.193
575,-253.473
576,-252.755
577,-252.038
578,-251.322
579,-250.606
580,-249.892
581,-249.179
582,-248.466
583,-247.755
584,-247.044
585,-246.335
586,-245.626
587,-244.918
588,-244.211
589,-243.506
590,-242.801
591,-242.097
592,-241.394
593,-240.691
594,-239.99
595,-239.29
596,-238.59
597,-237.892
598,-237.194
599,-236.497
600,-235.802
601,-235.107
602,-234.412
603,-233.719
604,-233.027
605,-232.335
606,-231.645
607,-230.955
608,-230.266
609,-229.578
610,-228.891
611,-228.205
612,-227.519
613,-226.835
614,-226.151
615,-225.468
616,-224.786
617,-224.105
618,-223.425
619,-222.745
620,-222.066
621,-221.388
622,-220.711
623,-220.035
624,-219.359
625,-218.685
626,-218.011
627,-217.338
628,-216.666
629,-215.994
630,-215.323
631,-214.653
632,-213.984
633,-213.316
634,-212.648
635,-211.982
636,-211.316
637,-210.65
638,-209.986
639,-209.322
640,-208.659
641,-207.997
642,-207.336
643,-206.675
644,-206.015
645,-205.356
646,-204.697
647,-204.04
648,-203.383
649,-202.727
650,-202.071
651,-201.416
652,-200.762
653,-200.109
654,-199.456
655,-198.804
656,-198.153
657,-197.503
658,-196.853
659,-196.204
660,-195.555
661,-194.908
662,-194.261
663,-193.614
664,-192.969
665,-192.324
666,-191.68
667,-191.036
668,-190.393
669,-189.751
670,-189.109
671,-188.468
672,-187.828
673,-187.189
674,-186.55
675,-185.912
676,-185.274
677,-184.637
678,-184.001
679,-183.365
680,-182.73
681,-182.096
682,-181.462
683,-180.829
684,-180.196
685,-179.565
686,-178.933
687,-178.303
688,-177.673
689,-177.043
690,-176.415
691,-175.787
692,-175.159
693,-174.532
694,-173.906
695,-173.28
696,-172.655
697,-172.03
698,-171.407
699,-170.783
700,-170.16
701,-169.538
702,-168.917
703,-168.296
704,-167.675
705,-167.055
706,-166.436
707,-165.817
708,-165.199
709,-164.582
710,-163.965
711,-163.348
712,-162.732
713,-162.117
