i,lookup[i]
0,-73.3113
1,-73.0809
2,-72.8508
3,-72.6211
4,-72.3915
5,-72.1623
6,-71.9334
7,-71.7047
8,-71.4763
9,-71.2482
10,-71.0204
11,-70.7928
12,-70.5656
13,-70.3386
14,-70.1118
15,-69.8854
16,-69.6592
17,-69.4332
18,-69.2076
19,-68.9822
20,-68.7571
21,-68.5322
22,-68.3076
23,-68.0833
24,-67.8592
25,-67.6354
26,-67.4119
27,-67.1886
28,-66.9656
29,-66.7428
30,-66.5203
31,-66.298
32,-66.076
33,-65.8542
34,-65.6327
35,-65.4115
36,-65.1905
37,-64.9697
38,-64.7492
39,-64.529
40,-64.309
41,-64.0892
42,-63.8697
43,-63.6504
44,-63.4314
45,-63.2126
46,-62.994
47,-62.7757
48,-62.5576
49,-62.3398
50,-62.1222
51,-61.9048
52,-61.6877
53,-61.4707
54,-61.2541
55,-61.0376
56,-60.8214
57,-60.6055
58,-60.3897
59,-60.1742
60,-59.9589
61,-59.7438
62,-59.529
63,-59.3143
64,-59.0999
65,-58.8858
66,-58.6718
67,-58.4581
68,-58.2446
69,-58.0313
70,-57.8182
71,-57.6053
72,-57.3927
73,-57.1802
74,-56.968
75,-56.756
76,-56.5442
77,-56.3326
78,-56.1212
79,-55.9101
80,-55.6991
81,-55.4884
82,-55.2778
83,-55.0675
84,-54.8573
85,-54.6474
86,-54.4377
87,-54.2281
88,-54.0188
89,-53.8097
90,-53.6007
91,-53.392
92,-53.1835
93,-52.9751
94,-52.767
95,-52.5591
96,-52.3513
97,-52.1437
98,-51.9364
99,-51.7292
100,-51.5222
101,-51.3154
102,-51.1088
103,-50.9024
104,-50.6961
105,-50.4901
106,-50.2842
107,-50.0785
108,-49.873
109,-49.6677
110,-49.4626
111,-49.2576
112,-49.0528
113,-48.8482
114,-48.6438
115,-48.4396
116,-48.2355
117,-48.0316
118,-47.8279
119,-47.6244
120,-47.421
121,-47.2178
122,-47.0148
123,-46.8119
124,-46.6092
125,-46.4067
126,-46.2044
127,-46.0022
128,-45.8002
129,-45.5983
130,-45.3966
131,-45.1951
132,-44.9937
133,-44.7925
134,-44.5915
135,-44.3906
136,-44.1899
137,-43.9893
138,-43.7889
139,-43.5887
140,-43.3886
141,-43.1887
142,-42.9889
143,-42.7893
144,-42.5898
145,-42.3905
146,-42.1913
147,-41.9923
148,-41.7934
149,-41.5947
150,-41.3961
151,-41.1977
152,-40.9994
153,-40.8013
154,-40.6033
155,-40.4055
156,-40.2078
157,-40.0102
158,-39.8128
159,-39.6156
160,-39.4184
161,-39.2214
162,-39.0246
163,-38.8279
164,-38.6313
165,-38.4348
166,-38.2385
167,-38.0424
168,-37.8463
169,-37.6504
170,-37.4546
171,-37.259
172,-37.0635
173,-36.8681
174,-36.6729
175,-36.4777
176,-36.2827
177,-36.0879
178,-35.8931
179,-35.6985
180,-35.504
181,-35.3097
182,-35.1154
183,-34.9213
184,-34.7273
185,-34.5334
186,-34.3397
187,-34.146
188,-33.9525
189,-33.7591
190,-33.5658
191,-33.3727
192,-33.1796
193,-32.9867
194,-32.7938
195,-32.6011
196,-32.4085
197,-32.2161
198,-32.0237
199,-31.8314
200,-31.6393
201,-31.4472
202,-31.2553
203,-31.0635
204,-30.8717
205,-30.6801
206,-30.4886
207,-30.2972
208,-30.1059
209,-29.9147
210,-29.7236
211,-29.5326
212,-29.3418
213,-29.151
214,-28.9603
215,-28.7697
216,-28.5792
217,-28.3888
218,-28.1985
219,-28.0083
220,-27.8182
221,-27.6282
222,-27.4383
223,-27.2484
224,-27.0587
225,-26.8691
226,-26.6795
227,-26.4901
228,-26.3007
229,-26.1114
230,-25.9222
231,-25.7331
232,-25.5441
233,-25.3552
234,-25.1663
235,-24.9776
236,-24.7889
237,-24.6003
238,-24.4118
239,-24.2234
240,-24.035
241,-23.8467
242,-23.6586
243,-23.4705
244,-23.2824
245,-23.0945
246,-22.9066
247,-22.7188
248,-22.5311
249,-22.3435
250,-22.1559
251,-21.9684
252,-21.781
253,-21.5936
254,-21.4064
255,-21.2192
256,-21.032
257,-20.845
258,-20.658
259,-20.4711
260,-20.2842
261,-20.0974
262,-19.9107
263,-19.724
264,-19.5374
265,-19.3509
266,-19.1645
267,-18.9781
268,-18.7917
269,-18.6054
270,-18.4192
271,-18.2331
272,-18.047
273,-17.861
274,-17.675
275,-17.4891
276,-17.3032
277,-17.1174
278,-16.9317
279,-16.746
280,-16.5603
281,-16.3748
282,-16.1892
283,-16.0038
284,-15.8183
285,-15.633
286,-15.4477
287,-15.2624
288,-15.0772
289,-14.892
290,-14.7069
291,-14.5218
292,-14.3368
293,-14.1518
294,-13.9669
295,-13.782
296,-13.5972
297,-13.4124
298,-13.2276
299,-13.0429
300,-12.8582
301,-12.6736
302,-12.489
303,-12.3045
304,-12.12
305,-11.9355
306,-11.7511
307,-11.5667
308,-11.3823
309,-11.198
310,-11.0137
311,-10.8295
312,-10.6453
313,-10.4611
314,-10.2769
315,-10.0928
316,-9.90876
317,-9.72471
318,-9.5407
319,-9.35672
320,-9.17276
321,-8.98884
322,-8.80494
323,-8.62107
324,-8.43723
325,-8.25342
326,-8.06963
327,-7.88587
328,-7.70213
329,-7.51842
330,-7.33473
331,-7.15107
332,-6.96743
333,-6.78381
334,-6.60021
335,-6.41663
336,-6.23307
337,-6.04954
338,-5.86602
339,-5.68252
340,-5.49903
341,-5.31557
342,-5.13212
343,-4.94869
344,-4.76527
345,-4.58187
346,-4.39849
347,-4.21511
348,-4.03175
349,-3.8484
350,-3.66507
351,-3.48175
352,-3.29843
353,-3.11513
354,-2.93184
355,-2.74855
356,-2.56528
357,-2.38201
358,-2.19875
359,-2.0155
360,-1.83225
361,-1.64901
362,-1.46577
363,-1.28254
364,-1.09931
365,-0.916091
366,-0.732869
367,-0.54965
368,-0.366432
369,-0.183216
370,0
371,0.183216
372,0.366432
373,0.54965
374,0.732869
375,0.916091
376,1.09931
377,1.28254
378,1.46577
379,1.64901
380,1.83225
381,2.0155
382,2.19875
383,2.38201
384,2.56528
385,2.74855
386,2.93184
387,3.11513
388,3.29843
389,3.48175
390,3.66507
391,3.8484
392,4.03175
393,4.21511
394,4.39849
395,4.58187
396,4.76527
397,4.94869
398,5.13212
399,5.31557
400,5.49903
401,5.68252
402,5.86602
403,6.04954
404,6.23307
405,6.41663
406,6.60021
407,6.78381
408,6.96743
409,7.15107
410,7.33473
411,7.51842
412,7.70213
413,7.88587
414,8.06963
415,8.25342
416,8.43723
417,8.62107
418,8.80494
419,8.98884
420,9.17276
421,9.35672
422,9.5407
423,9.72471
424,9.90876
425,10.0928
426,10.2769
427,10.4611
428,10.6453
429,10.8295
430,11.0137
431,11.198
432,11.3823
433,11.5667
434,11.7511
435,11.9355
436,12.12
437,12.3045
438,12.489
439,12.6736
440,12.8582
441,13.0429
442,13.2276
443,13.4124
444,13.5972
445,13.782
446,13.9669
447,14.1518
448,14.3368
449,14.5218
450,14.7069
451,14.892
452,15.0772
453,15.2624
454,15.4477
455,15.633
456,15.8183
457,16.0038
458,16.1892
459,16.3748
460,16.5603
461,16.746
462,16.9317
463,17.1174
464,17.3032
465,17.4891
466,17.675
467,17.861
468,18.047
469,18.2331
470,18.4192
471,18.6054
472,18.7917
473,18.9781
474,19.1645
475,19.3509
476,19.5374
477,19.724
478,19.9107
479,20.0974
480,20.2842
481,20.4711
482,20.658
483,20.845
484,21.032
485,21.2192
486,21.4064
487,21.5936
488,21.781
489,21.9684
490,22.1559
491,22.3435
492,22.5311
493,22.7188
494,22.9066
495,23.0945
496,23.2824
497,23.4705
498,23.6586
499,23.8467
500,24.035
501,24.2234
502,24.4118
503,24.6003
504,24.7889
505,24.9776
506,25.1663
507,25.3552
508,25.5441
509,25.7331
510,25.9222
511,26.1114
512,26.3007
513,26.4901
514,26.6795
515,26.8691
516,27.0587
517,27.2484
518,27.4383
519,27.6282
520,27.8182
521,28.0083
522,28.1985
523,28.3888
524,28.5792
525,28.7697
526,28.9603
527,29.151
528,29.3418
529,29.5326
530,29.7236
531,29.9147
532,30.1059
533,30.2972
534,30.4886
535,30.6801
536,30.8717
537,31.0635
538,31.2553
539,31.4472
540,31.6393
541,31.8314
542,32.0237
543,32.2161
544,32.4085
545,32.6011
546,32.7938
547,32.9867
548,33.1796
549,33.3727
550,33.5658
551,33.7591
552,33.9525
553,34.146
554,34.3397
555,34.5334
556,34.7273
557,34.9213
558,35.1154
559,35.3097
560,35.504
561,35.6985
562,35.8931
563,36.0879
564,36.2827
565,36.4777
566,36.6729
567,36.8681
568,37.0635
569,37.259
570,37.4546
571,37.6504
572,37.8463
573,38.0424
574,38.2385
575,38.4348
576,38.6313
577,38.8279
578,39.0246
579,39.2214
580,39.4184
581,39.6156
582,39.8128
583,40.0102
584,40.2078
585,40.4055
586,40.6033
587,40.8013
588,40.9994
589,41.1977
590,41.3961
591,41.5947
592,41.7934
593,41.9923
594,42.1913
595,42.3905
596,42.5898
597,42.7893
598,42.9889
599,43.1887
600,43.3886
601,43.5887
602,43.7889
603,43.9893
604,44.1899
605,44.3906
606,44.5915
607,44.7925
608,44.9937
609,45.1951
610,45.3966
611,45.5983
612,45.8002
613,46.0022
614,46.2044
615,46.4067
616,46.6092
617,46.8119
618,47.0148
619,47.2178
620,47.421
621,47.6244
622,47.8279
623,48.0316
624,48.2355
625,48.4396
626,48.6438
627,48.8482
628,49.0528
629,49.2576
630,49.4626
631,49.6677
632,49.873
633,50.0785
634,50.2842
635,50.4901
636,50.6961
637,50.9024
638,51.1088
639,51.3154
640,51.5222
641,51.7292
642,51.9364
643,52.1437
644,52.3513
645,52.5591
646,52.767
647,52.9751
648,53.1835
649,53.392
650,53.6007
651,53.8097
652,54.0188
653,54.2281
654,54.4377
655,54.6474
656,54.8573
657,55.0675
658,55.2778
659,55.4884
660,55.6991
661,55.9101
662,56.1212
663,56.3326
664,56.5442
665,56.756
666,56.968
667,57.1802
668,57.3927
669,57.6053
670,57.8182
671,58.0313
672,58.2446
673,58.4581
674,58.6718
675,58.8858
676,59.0999
677,59.3143
678,59.529
679,59.7438
680,59.9589
681,60.1742
682,60.3897
683,60.6055
684,60.8214
685,61.0376
686,61.2541
687,61.4707
688,61.6877
689,61.9048
690,62.1222
691,62.3398
692,62.5576
693,62.7757
694,62.994
695,63.2126
696,63.4314
697,63.6504
698,63.8697
699,64.0892
700,64.309
701,64.529
702,64.7492
703,64.9697
704,65.1905
705,65.4115
706,65.6327
707,65.8542
708,66.076
709,66.298
710,66.5203
711,66.7428
712,66.9656
713,67.1886
714,67.4119
715,67.6354
716,67.8592
717,68.0833
718,68.3076
719,68.5322
720,68.7571
721,68.9822
722,69.2076
723,69.4332
724,69.6592
725,69.8854
726,70.1118
727,70.3386
728,70.5656
729,70.7928
730,71.0204
731,71.2482
732,71.4763
733,71.7047
734,71.9334
735,72.1623
736,72.3915
737,72.6211
738,72.8508
739,73.0809
740,73.3113
741,73.5419
742,73.7728
743,74.0041
744,74.2356
745,74.4674
746,74.6995
747,74.9319
748,75.1645
749,75.3975
750,75.6308
751,75.8643
752,76.0982
753,76.3324
754,76.5668
755,76.8016
756,77.0367
757,77.272
758,77.5077
759,77.7437
760,77.98
761,78.2166
762,78.4535
763,78.6907
764,78.9282
765,79.166
766,79.4042
767,79.6427
768,79.8814
769,80.1205
770,80.36
771,80.5997
772,80.8398
773,81.0801
774,81.3208
775,81.5619
776,81.8032
777,82.0449
