i,lookup[i]
0,-1139.46
1,-1136.47
2,-1133.5
3,-1130.53
4,-1127.56
5,-1124.61
6,-1121.67
7,-1118.73
8,-1115.8
9,-1112.88
10,-1109.97
11,-1107.07
12,-1104.17
13,-1101.28
14,-1098.4
15,-1095.53
16,-1092.67
17,-1089.81
18,-1086.97
19,-1084.13
20,-1081.3
21,-1078.47
22,-1075.66
23,-1072.85
24,-1070.05
25,-1067.26
26,-1064.48
27,-1061.7
28,-1058.93
29,-1056.17
30,-1053.42
31,-1050.67
32,-1047.94
33,-1045.21
34,-1042.48
35,-1039.77
36,-1037.06
37,-1034.36
38,-1031.67
39,-1028.99
40,-1026.31
41,-1023.64
42,-1020.98
43,-1018.32
44,-1015.68
45,-1013.04
46,-1010.41
47,-1007.78
48,-1005.16
49,-1002.55
50,-999.949
51,-997.353
52,-994.765
53,-992.183
54,-989.609
55,-987.042
56,-984.482
57,-981.929
58,-979.384
59,-976.845
60,-974.314
61,-971.789
62,-969.272
63,-966.761
64,-964.258
65,-961.761
66,-959.272
67,-956.789
68,-954.313
69,-951.844
70,-949.382
71,-946.927
72,-944.479
73,-942.037
74,-939.602
75,-937.174
76,-934.753
77,-932.338
78,-929.93
79,-927.529
80,-925.134
81,-922.746
82,-920.365
83,-917.99
84,-915.622
85,-913.26
86,-910.905
87,-908.556
88,-906.214
89,-903.878
90,-901.549
91,-899.226
92,-896.91
93,-894.6
94,-892.296
95,-889.999
96,-887.708
97,-885.424
98,-883.145
99,-880.873
100,-878.608
101,-876.348
102,-874.095
103,-871.848
104,-869.607
105,-867.372
106,-865.144
107,-862.921
108,-860.705
109,-858.495
110,-856.291
111,-854.093
112,-851.901
113,-849.715
114,-847.535
115,-845.36
116,-843.192
117,-841.03
118,-838.874
119,-836.724
120,-834.58
121,-832.441
122,-830.308
123,-828.182
124,-826.061
125,-823.946
126,-821.836
127,-819.733
128,-817.635
129,-815.543
130,-813.456
131,-811.376
132,-809.301
133,-807.232
134,-805.168
135,-803.11
136,-801.057
137,-799.011
138,-796.969
139,-794.934
140,-792.904
141,-790.879
142,-788.86
143,-786.847
144,-784.839
145,-782.836
146,-780.839
147,-778.847
148,-776.861
149,-774.88
150,-772.904
151,-770.934
152,-768.97
153,-767.01
154,-765.056
155,-763.107
156,-761.164
157,-759.226
158,-757.293
159,-755.365
160,-753.442
161,-751.525
162,-749.613
163,-747.706
164,-745.804
165,-743.908
166,-742.016
167,-740.13
168,-738.249
169,-736.373
170,-734.502
171,-732.635
172,-730.774
173,-728.919
174,-727.068
175,-725.222
176,-723.381
177,-721.545
178,-719.713
179,-717.887
180,-716.066
181,-714.25
182,-712.438
183,-710.632
184,-708.83
185,-707.033
186,-705.241
187,-703.454
188,-701.672
189,-699.894
190,-698.121
191,-696.353
192,-694.59
193,-692.831
194,-691.077
195,-689.328
196,-687.583
197,-685.843
198,-684.108
199,-682.378
200,-680.652
201,-678.93
202,-677.214
203,-675.502
204,-673.794
205,-672.091
206,-670.393
207,-668.699
208,-667.009
209,-665.324
210,-663.644
211,-661.968
212,-660.297
213,-658.63
214,-656.967
215,-655.309
216,-653.655
217,-652.006
218,-650.361
219,-648.72
220,-647.084
221,-645.452
222,-643.824
223,-642.201
224,-640.582
225,-638.967
226,-637.357
227,-635.751
228,-634.149
229,-632.551
230,-630.958
231,-629.369
232,-627.784
233,-626.203
234,-624.626
235,-623.054
236,-621.485
237,-619.921
238,-618.361
239,-616.805
240,-615.253
241,-613.705
242,-612.162
243,-610.622
244,-609.086
245,-607.555
246,-606.027
247,-604.503
248,-602.984
249,-601.468
250,-599.957
251,-598.449
252,-596.945
253,-595.446
254,-593.95
255,-592.458
256,-590.97
257,-589.486
258,-588.005
259,-586.529
260,-585.056
261,-583.588
262,-582.123
263,-580.662
