i,lookup[i]
0,-178.358
1,-177.886
2,-177.416
3,-176.947
4,-176.479
5,-176.013
6,-175.547
7,-175.083
8,-174.62
9,-174.158
10,-173.697
11,-173.237
12,-172.779
13,-172.322
14,-171.866
15,-171.411
16,-170.957
17,-170.504
18,-170.053
19,-169.602
20,-169.153
21,-168.705
22,-168.258
23,-167.812
24,-167.368
25,-166.924
26,-166.481
27,-166.04
28,-165.6
29,-165.161
30,-164.723
31,-164.286
32,-163.85
33,-163.415
34,-162.981
35,-162.549
36,-162.117
37,-161.687
38,-161.258
39,-160.829
40,-160.402
41,-159.976
42,-159.551
43,-159.127
44,-158.704
45,-158.282
46,-157.861
47,-157.441
48,-157.022
49,-156.605
50,-156.188
51,-155.772
52,-155.358
53,-154.944
54,-154.532
55,-154.12
56,-153.709
57,-153.3
58,-152.891
59,-152.484
60,-152.077
61,-151.672
62,-151.267
63,-150.864
64,-150.462
65,-150.06
66,-149.659
67,-149.26
68,-148.861
69,-148.464
70,-148.067
71,-147.672
72,-147.277
73,-146.883
74,-146.491
75,-146.099
76,-145.708
77,-145.318
78,-144.929
79,-144.541
80,-144.154
81,-143.768
82,-143.383
83,-142.999
84,-142.616
85,-142.233
86,-141.852
87,-141.472
88,-141.092
89,-140.714
90,-140.336
91,-139.959
92,-139.583
93,-139.208
94,-138.834
95,-138.461
96,-138.089
97,-137.717
98,-137.347
99,-136.977
100,-136.609
101,-136.241
102,-135.874
103,-135.508
104,-135.143
105,-134.779
106,-134.415
107,-134.053
108,-133.691
109,-133.33
110,-132.97
111,-132.611
112,-132.253
113,-131.896
114,-131.539
115,-131.184
116,-130.829
117,-130.475
118,-130.122
119,-129.77
120,-129.418
121,-129.068
122,-128.718
123,-128.369
124,-128.021
125,-127.673
126,-127.327
127,-126.981
128,-126.636
129,-126.292
130,-125.949
131,-125.607
132,-125.265
133,-124.924
134,-124.584
135,-124.245
136,-123.907
137,-123.569
138,-123.232
139,-122.896
140,-122.561
141,-122.227
142,-121.893
143,-121.56
144,-121.228
145,-120.896
146,-120.566
147,-120.236
148,-119.907
149,-119.579
150,-119.251
151,-118.924
152,-118.598
153,-118.273
154,-117.948
155,-117.625
156,-117.302
157,-116.979
158,-116.658
159,-116.337
160,-116.017
161,-115.698
162,-115.379
163,-115.061
164,-114.744
165,-114.428
166,-114.112
167,-113.797
168,-113.483
169,-113.169
170,-112.856
171,-112.544
172,-112.233
173,-111.922
174,-111.612
175,-111.303
176,-110.994
177,-110.686
178,-110.379
179,-110.073
180,-109.767
181,-109.462
182,-109.157
183,-108.853
184,-108.55
185,-108.248
186,-107.946
187,-107.645
188,-107.345
189,-107.045
190,-106.746
191,-106.448
192,-106.15
193,-105.853
194,-105.557
195,-105.261
196,-104.966
197,-104.671
198,-104.378
199,-104.085
200,-103.792
201,-103.5
202,-103.209
203,-102.919
204,-102.629
205,-102.339
206,-102.051
207,-101.763
208,-101.475
209,-101.189
210,-100.903
211,-100.617
212,-100.332
213,-100.048
214,-99.7645
215,-99.4815
216,-99.1991
217,-98.9173
218,-98.6361
219,-98.3556
220,-98.0756
221,-97.7963
222,-97.5175
223,-97.2394
224,-96.9619
225,-96.6849
226,-96.4085
227,-96.1328
228,-95.8576
229,-95.583
230,-95.309
231,-95.0356
232,-94.7628
233,-94.4905
234,-94.2188
235,-93.9477
236,-93.6772
237,-93.4073
238,-93.1379
239,-92.8691
240,-92.6008
241,-92.3331
242,-92.066
243,-91.7995
244,-91.5335
245,-91.268
246,-91.0032
247,-90.7388
248,-90.475
249,-90.2118
250,-89.9491
251,-89.687
252,-89.4254
253,-89.1644
254,-88.9038
255,-88.6439
256,-88.3844
257,-88.1255
258,-87.8672
259,-87.6093
260,-87.352
261,-87.0953
262,-86.839
263,-86.5833
264,-86.3281
265,-86.0734
266,-85.8192
267,-85.5656
268,-85.3124
269,-85.0598
270,-84.8077
271,-84.5561
272,-84.305
273,-84.0544
274,-83.8044
275,-83.5548
276,-83.3057
277,-83.0571
278,-82.809
279,-82.5615
280,-82.3144
281,-82.0678
282,-81.8217
283,-81.5761
284,-81.3309
285,-81.0863
286,-80.8421
287,-80.5984
288,-80.3552
289,-80.1125
290,-79.8703
291,-79.6285
292,-79.3872
293,-79.1464
294,-78.906
295,-78.6661
296,-78.4267
297,-78.1878
298,-77.9493
299,-77.7113
300,-77.4737
301,-77.2366
302,-76.9999
303,-76.7637
304,-76.528
305,-76.2927
306,-76.0579
307,-75.8235
308,-75.5895
309,-75.356
310,-75.123
311,-74.8904
312,-74.6582
313,-74.4265
314,-74.1952
315,-73.9643
316,-73.7339
317,-73.5039
318,-73.2744
319,-73.0452
320,-72.8165
321,-72.5883
322,-72.3604
323,-72.133
324,-71.906
325,-71.6794
326,-71.4533
327,-71.2275
328,-71.0022
329,-70.7773
330,-70.5528
331,-70.3287
332,-70.105
333,-69.8817
334,-69.6588
335,-69.4364
336,-69.2143
337,-68.9927
338,-68.7714
